case,cavities,material_type,molde_area,costs,complexity,subcontracting,num_peca,start_timestamp,time:timestamp,activity,org:resource,sub_processo
2846,2+2,PA66 GF40,Automovel,106000,3,0,900,2016-05-16 17:51:24,2016-05-16 19:00:20,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,900,2016-05-17 08:01:52,2016-05-17 11:56:57,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,900,2016-05-18 14:47:34,2016-05-18 14:56:45,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,900,2016-05-19 08:00:51,2016-05-19 08:51:17,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,900,2016-05-19 13:53:31,2016-05-19 15:18:33,Fresagem,User 71,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-03-08 03:54:49,2016-03-08 13:02:20,Desenho Eletrodos,User 43,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-03-21 08:38:05,2016-03-21 15:33:06,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-03-31 07:35:26,2016-04-01 00:54:26,Maquinacao,User 47,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-03-31 22:28:28,2016-03-31 22:28:29,Desenho Eletrodos,User 43,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-02 09:40:15,2016-04-05 18:53:39,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-04 21:21:33,2016-04-08 11:33:45,CAM,User 50,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-12 15:36:51,2016-04-12 19:06:15,Maquinacao,User 50,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-12 18:11:47,2016-04-16 23:31:15,Erosao,User 42,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-13 08:52:21,2016-04-13 18:25:52,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-13 17:29:24,2016-04-18 14:27:22,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-13 23:22:01,2016-04-14 07:03:03,Maquinacao,User 47,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-13 23:31:00,2016-04-19 02:39:59,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-14 07:03:07,2016-04-14 13:09:46,Maquinacao,User 48,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-14 07:11:00,2016-04-19 12:44:35,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-14 08:51:56,2016-04-14 12:10:57,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-14 13:09:55,2016-04-14 16:59:27,Maquinacao,User 50,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-14 13:58:07,2016-04-19 23:28:37,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-14 18:02:26,2016-04-20 13:09:30,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-14 18:44:27,2016-04-14 19:17:46,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-14 19:00:00,2016-04-21 05:28:12,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-15 09:21:26,2016-04-21 21:19:49,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-15 16:25:41,2016-04-15 17:00:19,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-16 00:06:40,2016-04-26 04:53:14,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-18 09:31:46,2016-04-18 12:19:22,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-18 09:53:00,2016-04-28 18:34:34,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-18 13:37:22,2016-04-18 16:08:27,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-18 13:59:00,2016-04-29 00:37:34,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-18 16:08:27,2016-04-18 16:10:32,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-18 17:05:00,2016-04-29 21:13:12,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-19 11:24:36,2016-04-19 18:38:02,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-19 16:37:20,2016-05-01 19:51:44,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-19 18:23:49,2016-04-19 18:50:17,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-19 18:28:00,2016-05-02 12:42:24,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-20 08:20:02,2016-04-20 18:22:28,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-20 10:02:00,2016-05-04 20:33:52,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-21 08:33:00,2016-04-21 10:24:45,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-21 12:22:31,2016-05-06 21:42:59,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-22 09:22:57,2016-05-08 03:20:50,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-23 07:09:46,2016-05-09 03:31:17,Erosao,User 97,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-26 08:41:26,2016-04-26 19:14:11,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-04-26 09:33:29,2016-05-12 11:57:48,Polimento,User 13,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-05-06 05:08:37,2016-05-06 13:07:20,Desenho Eletrodos,User 43,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,200,2016-05-06 16:30:37,2016-05-23 00:05:50,Maquinacao,User 36,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,0,2016-03-11 14:38:02,2016-03-17 22:35:07,Maquinacao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-03-12 03:30:02,2016-03-12 04:59:38,CAM,User 43,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-03-17 15:48:23,2016-03-18 05:08:07,Fresagem,User 71,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-03-21 10:37:51,2016-03-22 15:57:56,Maquinacao,User 108,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-03-22 09:50:08,2016-03-24 00:40:32,Fresagem,User 72,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-03-31 11:15:07,2016-04-02 10:21:01,Retificacao,User 37,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-04-01 15:25:26,2016-04-04 07:55:15,Maquinacao,User 43,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-04-07 13:20:00,2016-04-11 03:03:01,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-04-09 11:54:22,2016-04-14 02:46:15,Maquinacao,User 43,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-04-14 11:38:30,2016-04-19 13:12:47,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-04-22 15:59:38,2016-04-28 05:19:52,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-05-10 22:29:52,2016-05-16 21:50:08,Maquinacao,User 36,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-05-17 15:10:00,2016-05-23 15:33:16,Erosao,No User,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-05-19 12:22:40,2016-05-19 12:57:43,Maquinacao de Eletrodos,User 42,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,80,2016-05-23 09:12:52,2016-05-23 09:30:23,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,102,2016-03-15 00:48:23,2016-03-15 04:38:39,Maquinacao,User 52,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,102,2016-04-18 14:25:54,2016-04-18 15:40:19,Bancada,User 115,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,103,2016-03-15 02:22:26,2016-03-15 07:44:01,Maquinacao,User 52,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,103,2016-04-19 12:11:14,2016-04-19 18:15:31,Bancada,User 115,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,81,2016-03-17 17:57:09,2016-03-18 09:55:30,Fresagem,User 72,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,81,2016-03-30 08:00:56,2016-03-31 13:13:09,Retificacao,User 37,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,81,2016-04-01 10:56:12,2016-04-03 01:13:52,Maquinacao,User 43,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,81,2016-04-08 11:46:45,2016-04-08 11:57:21,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,81,2016-04-08 15:40:59,2016-04-10 08:33:40,Erosao,User 97,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,82,2016-03-18 17:41:30,2016-03-18 22:11:56,Fresagem,User 71,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,82,2016-03-31 09:01:59,2016-03-31 10:27:34,Retificacao,User 99,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,82,2016-04-26 10:19:29,2016-04-26 11:40:06,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,82,2016-04-26 11:39:33,2016-04-26 19:43:11,Fresagem,User 71,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,82,2016-04-27 13:40:36,2016-04-28 10:10:33,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,82,2016-05-10 15:32:38,2016-05-10 17:27:13,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-19 10:47:43,2016-03-19 11:49:56,Fio,User 39,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-22 16:24:59,2016-03-23 13:56:47,Retificacao,User 37,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-28 12:19:36,2016-03-28 12:30:29,Fresagem,User 71,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-28 13:27:30,2016-03-28 19:00:45,Retificacao,User 37,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-28 13:30:30,2016-03-28 14:09:28,Fresagem,User 71,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-29 08:01:00,2016-03-30 15:32:41,Retificacao,User 37,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-30 07:14:26,2016-04-01 05:24:38,Maquinacao,User 43,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-30 21:03:41,2016-04-02 06:47:32,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-30 23:14:13,2016-03-30 23:40:06,Maquinacao,User 43,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-31 08:33:46,2016-03-31 09:59:04,Erosao,User 97,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-03-31 12:19:12,2016-04-03 17:09:22,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-01 08:01:12,2016-04-01 09:09:42,CAM,User 50,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-01 15:19:58,2016-04-05 07:29:51,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-02 08:22:33,2016-04-07 07:35:10,Maquinacao,User 48,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-07 18:25:06,2016-04-13 04:04:51,Erosao,User 97,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-08 18:19:26,2016-04-08 22:39:20,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-14 16:59:27,2016-04-20 08:35:41,Maquinacao,User 47,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-15 10:28:18,2016-04-21 20:45:27,Erosao,User 41,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-15 17:00:19,2016-04-15 17:13:15,Maquinacao de Eletrodos,User 40,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-16 12:43:34,2016-04-16 13:59:21,Erosao,User 41,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-18 15:40:19,2016-04-25 06:20:40,Bancada,User 115,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-26 15:18:41,2016-05-03 10:16:08,Retificacao,User 37,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,100,2016-04-28 17:05:51,2016-05-05 21:10:30,Erosao,User 41,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,201,2016-03-29 03:07:25,2016-03-29 18:14:58,Maquinacao,User 47,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,201,2016-04-07 01:05:18,2016-04-07 01:05:19,CAM,User 50,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,201,2016-04-07 13:46:55,2016-04-09 05:38:04,Maquinacao,User 47,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,201,2016-05-06 10:45:20,2016-05-08 20:58:43,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,203,2016-03-31 00:45:03,2016-03-31 07:35:20,Maquinacao,User 50,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,203,2016-05-09 09:29:47,2016-05-10 04:55:12,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,202,2016-04-04 23:59:11,2016-04-05 02:45:37,CAM,User 50,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,202,2016-04-11 14:45:06,2016-04-13 00:19:08,Maquinacao,User 47,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,202,2016-05-09 16:44:27,2016-05-11 09:19:41,Polimento,User 106,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,61,2016-04-05 15:28:12,2016-04-05 23:00:55,Fresagem,User 72,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,393,2016-04-05 15:28:44,2016-04-05 19:00:43,Fresagem,User 72,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,64,2016-04-06 10:44:41,2016-04-06 12:42:40,Fresagem,User 71,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,63,2016-04-06 14:36:18,2016-04-06 20:44:41,Fresagem,User 71,PRODUCAO
2846,2+2,PA66 GF40,Automovel,106000,3,0,63,2016-04-08 09:22:59,2016-04-08 23:16:39,Retificacao,User 99,PRODUCAO
